element,wavelength,intensity,persistence,type
Berkelium,2987.755,1000,0,Actinides
Berkelium,3178.466,1000,0,Actinides
Berkelium,3247.262,1000,1,Actinides
Berkelium,3252.191,1000,0,Actinides
Berkelium,3263.473,1000,0,Actinides
Berkelium,3288.750,1000,1,Actinides
Berkelium,3289.347,1000,1,Actinides
Berkelium,3335.261,1000,0,Actinides
Berkelium,3387.446,1000,0,Actinides
Berkelium,3408.281,1000,0,Actinides
Berkelium,3412.131,1000,1,Actinides
Berkelium,3426.951,1000,1,Actinides
Berkelium,3442.664,1000,1,Actinides
Berkelium,3453.897,1000,0,Actinides
Berkelium,3461.244,1000,0,Actinides
Berkelium,3464.133,1000,0,Actinides
Berkelium,3472.016,1000,0,Actinides
Berkelium,3477.620,1000,0,Actinides
Berkelium,3528.721,1000,0,Actinides
Berkelium,3531.397,1000,0,Actinides
Berkelium,3535.731,1000,0,Actinides
Berkelium,3542.187,1000,1,Actinides
Berkelium,3553.596,1000,0,Actinides
Berkelium,3556.515,1000,0,Actinides
Berkelium,3567.254,1000,0,Actinides
Berkelium,3590.320,1000,0,Actinides
Berkelium,3595.880,1000,0,Actinides
Berkelium,3601.115,1000,0,Actinides
Berkelium,3603.201,1000,0,Actinides
Berkelium,3604.781,1000,0,Actinides
Berkelium,3609.614,1000,1,Actinides
Berkelium,3616.620,1000,0,Actinides
Berkelium,3621.805,1000,0,Actinides
Berkelium,3627.607,1000,0,Actinides
Berkelium,3637.054,1000,0,Actinides
Berkelium,3640.255,1000,0,Actinides
Berkelium,3640.928,1000,0,Actinides
Berkelium,3675.585,1000,0,Actinides
Berkelium,3681.221,1000,0,Actinides
Berkelium,3684.427,1000,0,Actinides
Berkelium,3686.737,1000,0,Actinides
Berkelium,3695.368,1000,0,Actinides
Berkelium,3703.279,1000,0,Actinides
Berkelium,3704.015,1000,0,Actinides
Berkelium,3711.135,1000,0,Actinides
Berkelium,3712.929,1000,0,Actinides
Berkelium,3725.385,1000,0,Actinides
Berkelium,3739.916,1000,0,Actinides
Berkelium,3743.047,1000,0,Actinides
Berkelium,3745.403,1000,0,Actinides
Berkelium,3750.075,1000,0,Actinides
Berkelium,3751.905,1000,0,Actinides
Berkelium,3757.851,1000,0,Actinides
Berkelium,3771.060,1000,0,Actinides
Berkelium,3788.205,1000,0,Actinides
Berkelium,3791.419,1000,0,Actinides
Berkelium,3796.206,1000,0,Actinides
Berkelium,3798.629,1000,0,Actinides
Berkelium,3802.345,1000,0,Actinides
Berkelium,3802.470,1000,0,Actinides
Berkelium,3823.098,1000,0,Actinides
Berkelium,3824.083,1000,0,Actinides
Berkelium,3825.190,1000,0,Actinides
Berkelium,3825.844,1000,0,Actinides
Berkelium,3831.565,1000,0,Actinides
Berkelium,3833.480,1000,0,Actinides
Berkelium,3835.967,1000,0,Actinides
Berkelium,3842.185,1000,0,Actinides
Berkelium,3846.618,1000,0,Actinides
Berkelium,3847.626,1000,0,Actinides
Berkelium,3855.030,1000,0,Actinides
Berkelium,3859.888,1000,0,Actinides
Berkelium,3877.937,1000,0,Actinides
Berkelium,3880.106,1000,0,Actinides
Berkelium,3882.602,1000,0,Actinides
Berkelium,3894.547,1000,1,Actinides
Berkelium,3906.094,1000,1,Actinides
Berkelium,3916.365,1000,0,Actinides
Berkelium,3921.415,1000,0,Actinides
Berkelium,3928.045,1000,0,Actinides
Berkelium,4147.134,1000,0,Actinides
Berkelium,4189.692,1000,1,Actinides
Berkelium,4197.441,1000,1,Actinides
Berkelium,4329.580,1000,0,Actinides
Berkelium,4351.504,1000,0,Actinides
Berkelium,4363.636,1000,1,Actinides
Berkelium,4423.011,1000,0,Actinides
Berkelium,4466.457,1000,1,Actinides
Berkelium,4765.40,1000,0,Actinides
Berkelium,5118.24,1000,0,Actinides
Berkelium,5135.53,1000,0,Actinides
Berkelium,5170.61,1000,0,Actinides
Berkelium,5197.55,1000,0,Actinides
Berkelium,5212.53,1000,1,Actinides
Berkelium,5271.95,1000,1,Actinides
Berkelium,5392.03,1000,0,Actinides
Berkelium,5394.24,1000,0,Actinides
Berkelium,5449.63,1000,0,Actinides
Berkelium,5467.47,1000,0,Actinides
Berkelium,5484.58,1000,0,Actinides
Berkelium,5512.22,1000,0,Actinides
Berkelium,5537.93,1000,0,Actinides
Berkelium,5556.80,1000,0,Actinides
Berkelium,5557.09,1000,0,Actinides
Berkelium,5581.21,1000,0,Actinides
Berkelium,5656.54,1000,0,Actinides
Berkelium,5659.03,1000,1,Actinides
Berkelium,5702.24,1000,0,Actinides
Berkelium,5910.71,1000,1,Actinides
Berkelium,7040.85,1000,0,Actinides
Berkelium,7107.85,1000,0,Actinides
Berkelium,7252.50,1000,0,Actinides
Berkelium,7306.94,1000,0,Actinides
Berkelium,7394.26,1000,0,Actinides
Berkelium,7903.90,1000,0,Actinides
Berkelium,9429.13,1000,0,Actinides
Berkelium,9862.39,1000,0,Actinides
Berkelium,,1000,0,Actinides
Berkelium,,1000,0,Actinides
Berkelium,,1000,0,Actinides
Berkelium,,1000,1,Actinides
Berkelium,,1000,1,Actinides
Berkelium,,1000,1,Actinides
Berkelium,,1000,1,Actinides
Berkelium,,1000,1,Actinides
Berkelium,,1000,1,Actinides
Berkelium,,1000,1,Actinides
Iron,2178.0808,30,0,Transition Metals
Iron,2259.5103,30,0,Transition Metals
Iron,2292.5249,30,0,Transition Metals
Iron,2298.1689,60,0,Transition Metals
Iron,2300.1418,30,0,Transition Metals
Iron,2327.3958,60,0,Transition Metals
Iron,2331.3084,60,0,Transition Metals
Iron,2332.7990,200,0,Transition Metals
Iron,2338.0065,120,0,Transition Metals
Iron,2343.4951,400,1,Transition Metals
Iron,2343.9610,50,0,Transition Metals
Iron,2344.2816,90,0,Transition Metals
Iron,2348.1159,120,0,Transition Metals
Iron,2348.3025,150,0,Transition Metals
Iron,2359.1322,120,0,Transition Metals
Iron,2359.9997,90,0,Transition Metals
Iron,2360.2945,70,0,Transition Metals
Iron,2363.8612,40,0,Transition Metals
Iron,2364.8281,120,0,Transition Metals
Iron,2365.7654,50,0,Transition Metals
Iron,2368.5964,50,0,Transition Metals
Iron,2369.9534,50,0,Transition Metals
Iron,2373.6245,40,0,Transition Metals
Iron,2373.7357,60,0,Transition Metals
Iron,2375.1940,40,0,Transition Metals
Iron,2376.4294,70,0,Transition Metals
Iron,2379.2765,50,0,Transition Metals
Iron,2380.7616,70,0,Transition Metals
Iron,2382.0376,1000,1,Transition Metals
Iron,2383.2452,40,0,Transition Metals
Iron,2388.6289,200,0,Transition Metals
Iron,2395.6254,700,1,Transition Metals
Iron,2399.2413,200,0,Transition Metals
Iron,2404.8858,500,1,Transition Metals
Iron,2406.6612,150,0,Transition Metals
Iron,2406.9761,50,0,Transition Metals
Iron,2410.5192,200,0,Transition Metals
Iron,2411.0677,120,0,Transition Metals
Iron,2413.3104,90,0,Transition Metals
Iron,2417.8707,50,0,Transition Metals
Iron,2422.6882,40,0,Transition Metals
Iron,2424.1456,90,0,Transition Metals
Iron,2428.3638,70,0,Transition Metals
Iron,2430.0783,70,0,Transition Metals
Iron,2432.2612,50,0,Transition Metals
Iron,2432.8732,40,0,Transition Metals
Iron,2439.3014,90,0,Transition Metals
Iron,2443.7100,40,0,Transition Metals
Iron,2444.5154,60,0,Transition Metals
Iron,2445.5732,60,0,Transition Metals
Iron,2457.5891,150,0,Transition Metals
Iron,2458.7838,90,0,Transition Metals
Iron,2460.4404,40,0,Transition Metals
Iron,2461.2835,50,0,Transition Metals
Iron,2461.8610,60,0,Transition Metals
Iron,2462.6472,150,0,Transition Metals
Iron,2465.1492,80,0,Transition Metals
Iron,2466.6713,40,0,Transition Metals
Iron,2466.8194,40,0,Transition Metals
Iron,2468.8799,60,0,Transition Metals
Iron,2469.5147,40,0,Transition Metals
Iron,2470.6694,50,0,Transition Metals
Iron,2472.3320,80,0,Transition Metals
Iron,2472.8713,100,0,Transition Metals
Iron,2474.8145,60,0,Transition Metals
Iron,2478.5722,40,0,Transition Metals
Iron,2479.7764,120,0,Transition Metals
Iron,2480.1577,60,0,Transition Metals
Iron,2482.1172,50,0,Transition Metals
Iron,2482.6577,60,0,Transition Metals
Iron,2483.2708,1000,1,Transition Metals
Iron,2483.5334,30,0,Transition Metals
Iron,2484.1875,100,0,Transition Metals
Iron,2484.2446,40,0,Transition Metals
Iron,2486.3728,80,0,Transition Metals
Iron,2488.1426,600,1,Transition Metals
Iron,2489.4833,50,0,Transition Metals
Iron,2489.7524,100,0,Transition Metals
Iron,2490.6443,500,1,Transition Metals
Iron,2490.8584,40,0,Transition Metals
Iron,2491.1550,200,0,Transition Metals
Iron,2491.3965,60,0,Transition Metals
Iron,2493.1846,60,0,Transition Metals
Iron,2493.2637,300,1,Transition Metals
Iron,2496.5337,60,0,Transition Metals
Iron,2501.1318,100,0,Transition Metals
Iron,2502.3930,40,0,Transition Metals
Iron,2503.8745,40,0,Transition Metals
Iron,2506.0935,50,0,Transition Metals
Iron,2507.9004,50,0,Transition Metals
Iron,2510.8350,100,0,Transition Metals
Iron,2511.7603,70,0,Transition Metals
Iron,2512.3650,40,0,Transition Metals
Iron,2517.6611,30,0,Transition Metals
Iron,2518.1018,80,0,Transition Metals
Iron,2519.0472,40,0,Transition Metals
Iron,2522.8494,400,1,Transition Metals
Iron,2524.2925,50,0,Transition Metals
Iron,2525.3879,120,0,Transition Metals
Iron,2526.2939,200,0,Transition Metals
Iron,2527.4351,200,0,Transition Metals
Iron,2529.1350,80,0,Transition Metals
Iron,2533.6274,70,0,Transition Metals
Iron,2534.4186,60,0,Transition Metals
Iron,2535.4856,70,0,Transition Metals
Iron,2535.6069,40,0,Transition Metals
Iron,2536.6726,40,0,Transition Metals
Iron,2536.80,120,0,Transition Metals
Iron,2538.7987,60,0,Transition Metals
Iron,2538.9094,60,0,Transition Metals
Iron,2538.99,90,0,Transition Metals
Iron,2540.66,120,0,Transition Metals
Iron,2540.9722,60,0,Transition Metals
Iron,2541.1010,50,0,Transition Metals
Iron,2541.8358,40,0,Transition Metals
Iron,2542.1013,30,0,Transition Metals
Iron,2543.3781,40,0,Transition Metals
Iron,2545.9785,80,0,Transition Metals
Iron,2546.6701,50,0,Transition Metals
Iron,2548.7442,60,0,Transition Metals
Iron,2549.0833,50,0,Transition Metals
Iron,2549.3947,50,0,Transition Metals
Iron,2549.4616,40,0,Transition Metals
Iron,2549.6133,60,0,Transition Metals
Iron,2550.0274,40,0,Transition Metals
Iron,2550.6832,30,0,Transition Metals
Iron,2562.5356,250,0,Transition Metals
Iron,2563.4755,120,0,Transition Metals
Iron,2566.9126,40,0,Transition Metals
Iron,2574.3662,90,0,Transition Metals
Iron,2576.6902,30,0,Transition Metals
Iron,2577.9219,40,0,Transition Metals
Iron,2582.5832,60,0,Transition Metals
Iron,2584.5359,150,0,Transition Metals
Iron,2585.8758,300,1,Transition Metals
Iron,2591.5428,60,0,Transition Metals
Iron,2598.3692,400,1,Transition Metals
Iron,2599.3956,700,1,Transition Metals
Iron,2599.5669,30,0,Transition Metals
Iron,2606.5162,200,0,Transition Metals
Iron,2606.8264,80,0,Transition Metals
Iron,2607.0871,300,1,Transition Metals
Iron,2611.8736,400,1,Transition Metals
Iron,2613.8243,200,0,Transition Metals
Iron,2617.6174,200,0,Transition Metals
Iron,2620.41,60,0,Transition Metals
Iron,2623.5339,40,0,Transition Metals
Iron,2625.6671,120,0,Transition Metals
Iron,2628.2931,90,0,Transition Metals
Iron,2631.0471,150,0,Transition Metals
Iron,2631.3232,150,0,Transition Metals
Iron,2635.8088,30,0,Transition Metals
Iron,2664.6638,40,0,Transition Metals
Iron,2666.8125,30,0,Transition Metals
Iron,2679.0242,60,0,Transition Metals
Iron,2684.7536,300,0,Transition Metals
Iron,2689.2122,40,0,Transition Metals
Iron,2692.6019,40,0,Transition Metals
Iron,2703.9891,40,0,Transition Metals
Iron,2706.5820,40,0,Transition Metals
Iron,2714.4129,50,0,Transition Metals
Iron,2719.0273,400,1,Transition Metals
Iron,2720.9023,150,0,Transition Metals
Iron,2723.5774,40,0,Transition Metals
Iron,2727.5392,50,0,Transition Metals
Iron,2728.90,50,0,Transition Metals
Iron,2733.5806,100,0,Transition Metals
Iron,2735.4753,50,0,Transition Metals
Iron,2737.3091,50,0,Transition Metals
Iron,2739.5474,400,1,Transition Metals
Iron,2742.4053,80,0,Transition Metals
Iron,2743.1969,120,0,Transition Metals
Iron,2746.4838,200,0,Transition Metals
Iron,2749.3216,400,1,Transition Metals
Iron,2749.4860,60,0,Transition Metals
Iron,2750.1406,120,0,Transition Metals
Iron,2753.2877,50,0,Transition Metals
Iron,2755.7365,500,1,Transition Metals
Iron,2761.81,100,0,Transition Metals
Iron,2772.0740,30,0,Transition Metals
Iron,2778.2202,60,0,Transition Metals
Iron,2788.1047,300,1,Transition Metals
Iron,2804.5203,40,0,Transition Metals
Iron,2806.9841,150,0,Transition Metals
Iron,2813.2864,250,0,Transition Metals
Iron,2823.2756,30,0,Transition Metals
Iron,2825.5557,60,0,Transition Metals
Iron,2832.4355,150,0,Transition Metals
Iron,2838.1194,20,0,Transition Metals
Iron,2843.9763,100,0,Transition Metals
Iron,2851.7969,80,0,Transition Metals
Iron,2936.9033,120,0,Transition Metals
Iron,2947.8760,100,0,Transition Metals
Iron,2953.9399,60,0,Transition Metals
Iron,2966.8982,150,0,Transition Metals
Iron,2970.0994,80,0,Transition Metals
Iron,2973.1323,120,0,Transition Metals
Iron,2973.2354,50,0,Transition Metals
Iron,2981.4451,60,0,Transition Metals
Iron,2983.5696,100,0,Transition Metals
Iron,2994.4268,100,0,Transition Metals
Iron,2999.5117,50,0,Transition Metals
Iron,3000.9478,80,0,Transition Metals
Iron,3008.1382,50,0,Transition Metals
Iron,3020.01,40,0,Transition Metals
Iron,3020.4907,50,0,Transition Metals
Iron,3020.6389,150,0,Transition Metals
Iron,3021.0728,60,0,Transition Metals
Iron,3024.0327,50,0,Transition Metals
Iron,3025.8423,50,0,Transition Metals
Iron,3037.3887,80,0,Transition Metals
Iron,3047.6045,80,0,Transition Metals
Iron,3057.4458,60,0,Transition Metals
Iron,3059.0857,100,0,Transition Metals
Iron,3193.2258,50,0,Transition Metals
Iron,3193.2998,80,0,Transition Metals
Iron,3222.0591,30,0,Transition Metals
Iron,3225.7871,60,0,Transition Metals
Iron,3236.2224,30,0,Transition Metals
Iron,3355.2278,40,0,Transition Metals
Iron,3407.4597,50,0,Transition Metals
Iron,3427.1194,50,0,Transition Metals
Iron,3440.6060,400,1,Transition Metals
Iron,3440.9888,250,0,Transition Metals
Iron,3443.8765,100,0,Transition Metals
Iron,3465.8606,120,0,Transition Metals
Iron,3475.4502,200,0,Transition Metals
Iron,3476.7019,50,0,Transition Metals
Iron,3490.5740,250,0,Transition Metals
Iron,3497.8406,50,0,Transition Metals
Iron,3521.2612,30,0,Transition Metals
Iron,3526.0408,40,0,Transition Metals
Iron,3541.0833,30,0,Transition Metals
Iron,3554.9246,40,0,Transition Metals
Iron,3558.5151,40,0,Transition Metals
Iron,3565.3789,100,0,Transition Metals
Iron,3570.0977,120,0,Transition Metals
Iron,3570.2542,80,0,Transition Metals
Iron,3581.1931,600,1,Transition Metals
Iron,3585.3188,30,0,Transition Metals
Iron,3586.9849,40,0,Transition Metals
Iron,3606.6794,50,0,Transition Metals
Iron,3608.8594,150,0,Transition Metals
Iron,3618.7678,150,0,Transition Metals
Iron,3631.4631,120,0,Transition Metals
Iron,3647.8428,150,0,Transition Metals
Iron,3679.9133,150,0,Transition Metals
Iron,3687.4568,50,0,Transition Metals
Iron,3705.5659,120,0,Transition Metals
Iron,3707.9199,30,0,Transition Metals
Iron,3709.2463,60,0,Transition Metals
Iron,3719.9348,600,1,Transition Metals
Iron,3722.5630,150,0,Transition Metals
Iron,3727.6189,50,0,Transition Metals
Iron,3733.3176,120,0,Transition Metals
Iron,3734.8638,700,1,Transition Metals
Iron,3737.1316,600,1,Transition Metals
Iron,3743.3621,40,0,Transition Metals
Iron,3745.5613,600,1,Transition Metals
Iron,3745.8994,120,0,Transition Metals
Iron,3748.2622,300,1,Transition Metals
Iron,3749.4854,400,1,Transition Metals
Iron,3758.2329,300,1,Transition Metals
Iron,3760.0498,40,0,Transition Metals
Iron,3763.7891,150,0,Transition Metals
Iron,3765.5388,40,0,Transition Metals
Iron,3767.1919,60,0,Transition Metals
Iron,3795.0022,40,0,Transition Metals
Iron,3799.5476,40,0,Transition Metals
Iron,3812.9646,60,0,Transition Metals
Iron,3815.8403,150,0,Transition Metals
Iron,3820.4253,500,1,Transition Metals
Iron,3824.4436,250,0,Transition Metals
Iron,3825.8811,150,0,Transition Metals
Iron,3827.8225,120,0,Transition Metals
Iron,3834.2224,100,0,Transition Metals
Iron,3840.4375,50,0,Transition Metals
Iron,3841.0481,80,0,Transition Metals
Iron,3856.3716,250,0,Transition Metals
Iron,3859.9114,500,1,Transition Metals
Iron,3878.5732,150,0,Transition Metals
Iron,3886.2822,300,1,Transition Metals
Iron,3888.5134,30,0,Transition Metals
Iron,3895.6565,80,0,Transition Metals
Iron,3899.7075,120,0,Transition Metals
Iron,3902.9458,40,0,Transition Metals
Iron,3920.2581,60,0,Transition Metals
Iron,3922.9119,120,0,Transition Metals
Iron,3927.9199,120,0,Transition Metals
Iron,3930.2966,200,0,Transition Metals
Iron,4005.2419,40,0,Transition Metals
Iron,4045.8125,300,1,Transition Metals
Iron,4063.5942,150,0,Transition Metals
Iron,4071.7380,120,0,Transition Metals
Iron,4132.0581,40,0,Transition Metals
Iron,4143.8682,80,0,Transition Metals
Iron,4202.0293,30,0,Transition Metals
Iron,4216.1836,40,0,Transition Metals
Iron,4250.7871,30,0,Transition Metals
Iron,4260.4746,80,0,Transition Metals
Iron,4271.7607,120,0,Transition Metals
Iron,4282.4028,120,0,Transition Metals
Iron,4307.9023,120,0,Transition Metals
Iron,4325.7622,150,0,Transition Metals
Iron,4375.9302,80,0,Transition Metals
Iron,4383.5449,200,1,Transition Metals
Iron,4404.7505,120,0,Transition Metals
Iron,4415.1226,30,0,Transition Metals
Iron,4427.2979,60,0,Transition Metals
Iron,4461.6528,40,0,Transition Metals
Iron,4920.5029,50,0,Transition Metals
Iron,4957.5967,150,0,Transition Metals
Iron,5167.4883,250,0,Transition Metals
Iron,5171.5962,50,0,Transition Metals
Iron,5227.1509,100,0,Transition Metals
Iron,5269.5376,120,0,Transition Metals
Iron,5270.3564,80,0,Transition Metals
Iron,5328.0386,80,0,Transition Metals
Iron,5328.5317,30,0,Transition Metals
Iron,5341.0239,50,0,Transition Metals
Iron,5371.4897,40,0,Transition Metals
Iron,5397.1279,30,0,Transition Metals
Iron,6247.56,50,0,Transition Metals
Iron,6456.38,120,0,Transition Metals
Iron,,25,0,Transition Metals
Iron,,25,0,Transition Metals
Iron,,60,0,Transition Metals
Iron,,100,0,Transition Metals
Iron,2178.0808,30,0,Transition Metals
Iron,2259.5103,30,0,Transition Metals
Iron,2292.5249,30,0,Transition Metals
Iron,2298.1689,60,0,Transition Metals
Iron,2300.1418,30,0,Transition Metals
Iron,2327.3958,60,0,Transition Metals
Iron,2331.3084,60,0,Transition Metals
Iron,2332.7990,200,0,Transition Metals
Iron,2338.0065,120,0,Transition Metals
Iron,2343.4951,400,1,Transition Metals
Iron,2343.9610,50,0,Transition Metals
Iron,2344.2816,90,0,Transition Metals
Iron,2348.1159,120,0,Transition Metals
Iron,2348.3025,150,0,Transition Metals
Iron,2359.1322,120,0,Transition Metals
Iron,2359.9997,90,0,Transition Metals
Iron,2360.2945,70,0,Transition Metals
Iron,2363.8612,40,0,Transition Metals
Iron,2364.8281,120,0,Transition Metals
Iron,2365.7654,50,0,Transition Metals
Iron,2368.5964,50,0,Transition Metals
Iron,2369.9534,50,0,Transition Metals
Iron,2373.6245,40,0,Transition Metals
Iron,2373.7357,60,0,Transition Metals
Iron,2375.1940,40,0,Transition Metals
Iron,2376.4294,70,0,Transition Metals
Iron,2379.2765,50,0,Transition Metals
Iron,2380.7616,70,0,Transition Metals
Iron,2382.0376,1000,1,Transition Metals
Iron,2383.2452,40,0,Transition Metals
Iron,2388.6289,200,0,Transition Metals
Iron,2395.6254,700,1,Transition Metals
Iron,2399.2413,200,0,Transition Metals
Iron,2404.8858,500,1,Transition Metals
Iron,2406.6612,150,0,Transition Metals
Iron,2406.9761,50,0,Transition Metals
Iron,2410.5192,200,0,Transition Metals
Iron,2411.0677,120,0,Transition Metals
Iron,2413.3104,90,0,Transition Metals
Iron,2417.8707,50,0,Transition Metals
Iron,2422.6882,40,0,Transition Metals
Iron,2424.1456,90,0,Transition Metals
Iron,2428.3638,70,0,Transition Metals
Iron,2430.0783,70,0,Transition Metals
Iron,2432.2612,50,0,Transition Metals
Iron,2432.8732,40,0,Transition Metals
Iron,2439.3014,90,0,Transition Metals
Iron,2443.7100,40,0,Transition Metals
Iron,2444.5154,60,0,Transition Metals
Iron,2445.5732,60,0,Transition Metals
Iron,2457.5891,150,0,Transition Metals
Iron,2458.7838,90,0,Transition Metals
Iron,2460.4404,40,0,Transition Metals
Iron,2461.2835,50,0,Transition Metals
Iron,2461.8610,60,0,Transition Metals
Iron,2462.6472,150,0,Transition Metals
Iron,2465.1492,80,0,Transition Metals
Iron,2466.6713,40,0,Transition Metals
Iron,2466.8194,40,0,Transition Metals
Iron,2468.8799,60,0,Transition Metals
Iron,2469.5147,40,0,Transition Metals
Iron,2470.6694,50,0,Transition Metals
Iron,2472.3320,80,0,Transition Metals
Iron,2472.8713,100,0,Transition Metals
Iron,2474.8145,60,0,Transition Metals
Iron,2478.5722,40,0,Transition Metals
Iron,2479.7764,120,0,Transition Metals
Iron,2480.1577,60,0,Transition Metals
Iron,2482.1172,50,0,Transition Metals
Iron,2482.6577,60,0,Transition Metals
Iron,2483.2708,1000,1,Transition Metals
Iron,2483.5334,30,0,Transition Metals
Iron,2484.1875,100,0,Transition Metals
Iron,2484.2446,40,0,Transition Metals
Iron,2486.3728,80,0,Transition Metals
Iron,2488.1426,600,1,Transition Metals
Iron,2489.4833,50,0,Transition Metals
Iron,2489.7524,100,0,Transition Metals
Iron,2490.6443,500,1,Transition Metals
Iron,2490.8584,40,0,Transition Metals
Iron,2491.1550,200,0,Transition Metals
Iron,2491.3965,60,0,Transition Metals
Iron,2493.1846,60,0,Transition Metals
Iron,2493.2637,300,1,Transition Metals
Iron,2496.5337,60,0,Transition Metals
Iron,2501.1318,100,0,Transition Metals
Iron,2502.3930,40,0,Transition Metals
Iron,2503.8745,40,0,Transition Metals
Iron,2506.0935,50,0,Transition Metals
Iron,2507.9004,50,0,Transition Metals
Iron,2510.8350,100,0,Transition Metals
Iron,2511.7603,70,0,Transition Metals
Iron,2512.3650,40,0,Transition Metals
Iron,2517.6611,30,0,Transition Metals
Iron,2518.1018,80,0,Transition Metals
Iron,2519.0472,40,0,Transition Metals
Iron,2522.8494,400,1,Transition Metals
Iron,2524.2925,50,0,Transition Metals
Iron,2525.3879,120,0,Transition Metals
Iron,2526.2939,200,0,Transition Metals
Iron,2527.4351,200,0,Transition Metals
Iron,2529.1350,80,0,Transition Metals
Iron,2533.6274,70,0,Transition Metals
Iron,2534.4186,60,0,Transition Metals
Iron,2535.4856,70,0,Transition Metals
Iron,2535.6069,40,0,Transition Metals
Iron,2536.6726,40,0,Transition Metals
Iron,2536.80,120,0,Transition Metals
Iron,2538.7987,60,0,Transition Metals
Iron,2538.9094,60,0,Transition Metals
Iron,2538.99,90,0,Transition Metals
Iron,2540.66,120,0,Transition Metals
Iron,2540.9722,60,0,Transition Metals
Iron,2541.1010,50,0,Transition Metals
Iron,2541.8358,40,0,Transition Metals
Iron,2542.1013,30,0,Transition Metals
Iron,2543.3781,40,0,Transition Metals
Iron,2545.9785,80,0,Transition Metals
Iron,2546.6701,50,0,Transition Metals
Iron,2548.7442,60,0,Transition Metals
Iron,2549.0833,50,0,Transition Metals
Iron,2549.3947,50,0,Transition Metals
Iron,2549.4616,40,0,Transition Metals
Iron,2549.6133,60,0,Transition Metals
Iron,2550.0274,40,0,Transition Metals
Iron,2550.6832,30,0,Transition Metals
Iron,2562.5356,250,0,Transition Metals
Iron,2563.4755,120,0,Transition Metals
Iron,2566.9126,40,0,Transition Metals
Iron,2574.3662,90,0,Transition Metals
Iron,2576.6902,30,0,Transition Metals
Iron,2577.9219,40,0,Transition Metals
Iron,2582.5832,60,0,Transition Metals
Iron,2584.5359,150,0,Transition Metals
Iron,2585.8758,300,1,Transition Metals
Iron,2591.5428,60,0,Transition Metals
Iron,2598.3692,400,1,Transition Metals
Iron,2599.3956,700,1,Transition Metals
Iron,2599.5669,30,0,Transition Metals
Iron,2606.5162,200,0,Transition Metals
Iron,2606.8264,80,0,Transition Metals
Iron,2607.0871,300,1,Transition Metals
Iron,2611.8736,400,1,Transition Metals
Iron,2613.8243,200,0,Transition Metals
Iron,2617.6174,200,0,Transition Metals
Iron,2620.41,60,0,Transition Metals
Iron,2623.5339,40,0,Transition Metals
Iron,2625.6671,120,0,Transition Metals
Iron,2628.2931,90,0,Transition Metals
Iron,2631.0471,150,0,Transition Metals
Iron,2631.3232,150,0,Transition Metals
Iron,2635.8088,30,0,Transition Metals
Iron,2664.6638,40,0,Transition Metals
Iron,2666.8125,30,0,Transition Metals
Iron,2679.0242,60,0,Transition Metals
Iron,2684.7536,300,0,Transition Metals
Iron,2689.2122,40,0,Transition Metals
Iron,2692.6019,40,0,Transition Metals
Iron,2703.9891,40,0,Transition Metals
Iron,2706.5820,40,0,Transition Metals
Iron,2714.4129,50,0,Transition Metals
Iron,2719.0273,400,1,Transition Metals
Iron,2720.9023,150,0,Transition Metals
Iron,2723.5774,40,0,Transition Metals
Iron,2727.5392,50,0,Transition Metals
Iron,2728.90,50,0,Transition Metals
Iron,2733.5806,100,0,Transition Metals
Iron,2735.4753,50,0,Transition Metals
Iron,2737.3091,50,0,Transition Metals
Iron,2739.5474,400,1,Transition Metals
Iron,2742.4053,80,0,Transition Metals
Iron,2743.1969,120,0,Transition Metals
Iron,2746.4838,200,0,Transition Metals
Iron,2749.3216,400,1,Transition Metals
Iron,2749.4860,60,0,Transition Metals
Iron,2750.1406,120,0,Transition Metals
Iron,2753.2877,50,0,Transition Metals
Iron,2755.7365,500,1,Transition Metals
Iron,2761.81,100,0,Transition Metals
Iron,2772.0740,30,0,Transition Metals
Iron,2778.2202,60,0,Transition Metals
Iron,2788.1047,300,1,Transition Metals
Iron,2804.5203,40,0,Transition Metals
Iron,2806.9841,150,0,Transition Metals
Iron,2813.2864,250,0,Transition Metals
Iron,2823.2756,30,0,Transition Metals
Iron,2825.5557,60,0,Transition Metals
Iron,2832.4355,150,0,Transition Metals
Iron,2838.1194,20,0,Transition Metals
Iron,2843.9763,100,0,Transition Metals
Iron,2851.7969,80,0,Transition Metals
Iron,2936.9033,120,0,Transition Metals
Iron,2947.8760,100,0,Transition Metals
Iron,2953.9399,60,0,Transition Metals
Iron,2966.8982,150,0,Transition Metals
Iron,2970.0994,80,0,Transition Metals
Iron,2973.1323,120,0,Transition Metals
Iron,2973.2354,50,0,Transition Metals
Iron,2981.4451,60,0,Transition Metals
Iron,2983.5696,100,0,Transition Metals
Iron,2994.4268,100,0,Transition Metals
Iron,2999.5117,50,0,Transition Metals
Iron,3000.9478,80,0,Transition Metals
Iron,3008.1382,50,0,Transition Metals
Iron,3020.01,40,0,Transition Metals
Iron,3020.4907,50,0,Transition Metals
Iron,3020.6389,150,0,Transition Metals
Iron,3021.0728,60,0,Transition Metals
Iron,3024.0327,50,0,Transition Metals
Iron,3025.8423,50,0,Transition Metals
Iron,3037.3887,80,0,Transition Metals
Iron,3047.6045,80,0,Transition Metals
Iron,3057.4458,60,0,Transition Metals
Iron,3059.0857,100,0,Transition Metals
